customerid,age,gender,item_purchased,category,purchase_amount,location
1689,28,Male,Handbag,Accessories,26,Mississippi
1690,32,Male,Shirt,Clothing,73,North Carolina
1691,40,Male,Coat,Outerwear,30,Nevada
1692,64,Male,Shoes,Footwear,61,Connecticut
1693,56,Male,Handbag,Accessories,75,Utah
1694,63,Male,Jacket,Outerwear,88,Tennessee
1695,20,Male,Shirt,Clothing,67,Mississippi
1696,54,Male,Hat,Accessories,95,Nebraska
1697,31,Male,Sunglasses,Accessories,69,West Virginia
1698,36,Male,Shirt,Clothing,87,South Carolina
1699,25,Male,Belt,Accessories,41,Iowa
1700,20,Male,Sweater,Clothing,67,North Dakota
1701,62,Male,Hoodie,Clothing,70,West Virginia
1702,69,Male,Handbag,Accessories,41,Mississippi
1703,54,Male,Jeans,Clothing,83,Alabama
1704,39,Male,Backpack,Accessories,22,California
1705,56,Male,Sneakers,Footwear,20,Idaho
1706,39,Male,Jewelry,Accessories,29,South Dakota
1707,37,Male,Sunglasses,Accessories,87,North Dakota
1708,25,Male,Shorts,Clothing,81,Nevada
1709,35,Male,Boots,Footwear,58,Florida
1710,45,Male,Skirt,Clothing,83,Indiana
1711,19,Male,Pants,Clothing,59,Arkansas
1712,21,Male,T-shirt,Clothing,93,North Carolina
1713,65,Male,T-shirt,Clothing,87,Illinois
1714,49,Male,Jacket,Outerwear,22,Missouri
1715,30,Male,Jeans,Clothing,71,South Dakota
1716,23,Male,Dress,Clothing,69,Idaho
1717,69,Male,Blouse,Clothing,47,Connecticut
1718,29,Male,Hoodie,Clothing,50,Hawaii
1719,54,Male,T-shirt,Clothing,96,Maryland
1720,45,Male,Sweater,Clothing,39,Maryland
1721,25,Male,Shorts,Clothing,84,Massachusetts
1722,34,Male,Jewelry,Accessories,28,Delaware
1723,46,Male,T-shirt,Clothing,51,Massachusetts
1724,70,Male,Scarf,Accessories,20,New York
1725,42,Male,Shoes,Footwear,72,Delaware
1726,45,Male,Sunglasses,Accessories,33,Massachusetts
1727,57,Male,Coat,Outerwear,28,Indiana
1728,49,Male,Blouse,Clothing,53,Virginia
1729,23,Male,Jeans,Clothing,48,Wyoming
1730,47,Male,Shorts,Clothing,21,Illinois
1731,23,Male,Shirt,Clothing,22,Alabama
1732,21,Male,Backpack,Accessories,87,Idaho
1733,45,Male,Belt,Accessories,50,Rhode Island
1734,67,Male,Blouse,Clothing,85,New York
1735,31,Male,Jeans,Clothing,98,Missouri
1736,58,Male,Dress,Clothing,34,Texas
1737,57,Male,Shorts,Clothing,61,Tennessee
1738,42,Male,Jewelry,Accessories,98,Ohio
1739,60,Male,Handbag,Accessories,61,Tennessee
1740,21,Male,Jewelry,Accessories,98,Minnesota
1741,69,Male,Pants,Clothing,21,Wisconsin
1742,41,Male,Pants,Clothing,51,Delaware
1743,51,Male,Sandals,Footwear,80,Kansas
1744,23,Male,Skirt,Clothing,72,Missouri
1745,57,Male,Sunglasses,Accessories,63,Michigan
1746,40,Male,Skirt,Clothing,27,West Virginia
1747,65,Male,Handbag,Accessories,44,Alabama
1748,61,Male,Coat,Outerwear,23,New Hampshire
1749,34,Male,Skirt,Clothing,93,Montana
1750,43,Male,Hoodie,Clothing,70,Wyoming
1751,31,Male,Sunglasses,Accessories,85,Missouri
1752,57,Male,Sweater,Clothing,40,Ohio
1753,34,Male,Boots,Footwear,29,South Dakota
1754,25,Male,Skirt,Clothing,27,Colorado
1755,66,Male,Dress,Clothing,93,Massachusetts
1756,56,Male,Belt,Accessories,20,Delaware
1757,49,Male,Jewelry,Accessories,55,New Hampshire
1758,19,Male,Dress,Clothing,94,Michigan
1759,27,Male,Hat,Accessories,56,Pennsylvania
1760,68,Male,Sweater,Clothing,58,Louisiana
1761,20,Male,Skirt,Clothing,44,Minnesota
1762,21,Male,Hoodie,Clothing,95,Hawaii
1763,36,Male,Sandals,Footwear,42,Idaho
1764,37,Male,Jewelry,Accessories,93,Vermont
1765,61,Male,Dress,Clothing,56,Delaware
1766,68,Male,Hoodie,Clothing,88,New Mexico
1767,60,Male,Sweater,Clothing,54,Alaska
1768,69,Male,Jewelry,Accessories,89,Minnesota
1769,25,Male,Sandals,Footwear,45,Nebraska
1770,32,Male,Socks,Clothing,75,Alaska
1771,53,Male,Backpack,Accessories,22,Michigan
1772,46,Male,Shirt,Clothing,82,Indiana
1773,58,Male,Shoes,Footwear,34,Hawaii
1774,21,Male,Coat,Outerwear,92,West Virginia
1775,46,Male,Sweater,Clothing,78,New York
1776,18,Male,Jacket,Outerwear,47,Iowa
1777,56,Male,Jacket,Outerwear,64,Arizona
1778,18,Male,Sneakers,Footwear,44,Minnesota
1779,49,Male,Belt,Accessories,94,Texas
1780,29,Male,Scarf,Accessories,62,Virginia
1781,67,Male,Jewelry,Accessories,81,North Dakota
1782,31,Male,T-shirt,Clothing,33,Iowa
1783,52,Male,Pants,Clothing,88,Utah
1784,42,Male,Handbag,Accessories,49,Ohio
1785,32,Male,Backpack,Accessories,31,Louisiana
1786,47,Male,Gloves,Accessories,29,Iowa
1787,45,Male,Jacket,Outerwear,34,Maryland
1788,20,Male,Sweater,Clothing,38,Montana
1789,66,Male,Blouse,Clothing,41,Illinois
1790,52,Male,Blouse,Clothing,34,Arizona
1791,50,Male,Gloves,Accessories,26,North Carolina
1792,62,Male,Jeans,Clothing,98,Montana
1793,38,Male,Sneakers,Footwear,59,Iowa
1794,65,Male,Hat,Accessories,92,Iowa
1795,60,Male,Backpack,Accessories,40,Ohio
1796,68,Male,Jeans,Clothing,20,Wisconsin
1797,62,Male,Skirt,Clothing,35,South Carolina
1798,62,Male,Belt,Accessories,35,Oregon
1799,40,Male,Dress,Clothing,82,North Dakota
1800,32,Male,Hoodie,Clothing,48,California
1801,22,Male,Coat,Outerwear,58,Mississippi
1802,33,Male,Sweater,Clothing,57,New Jersey
1803,57,Male,Shorts,Clothing,96,Rhode Island
1804,60,Male,Sneakers,Footwear,97,New Hampshire
1805,30,Male,Sweater,Clothing,42,Louisiana
1806,41,Male,T-shirt,Clothing,62,Arizona
1807,58,Male,Handbag,Accessories,67,Rhode Island
1808,34,Male,Sneakers,Footwear,46,Vermont
1809,67,Male,Jacket,Outerwear,71,Tennessee
1810,58,Male,Backpack,Accessories,99,Alaska
1811,41,Male,Jeans,Clothing,28,Maryland
1812,42,Male,Belt,Accessories,77,Wisconsin
1813,50,Male,Boots,Footwear,63,Nevada
1814,40,Male,Shorts,Clothing,62,Illinois
1815,32,Male,Jeans,Clothing,92,Montana
1816,51,Male,Shoes,Footwear,72,New Mexico
1817,26,Male,Hat,Accessories,79,Virginia
1818,32,Male,T-shirt,Clothing,27,Delaware
1819,58,Male,Sunglasses,Accessories,39,North Carolina
1820,51,Male,Socks,Clothing,86,Nevada
1821,19,Male,Shirt,Clothing,94,Washington
1822,57,Male,Shorts,Clothing,53,Maine
1823,66,Male,Shirt,Clothing,85,Connecticut
1824,62,Male,Socks,Clothing,50,Louisiana
1825,58,Male,Pants,Clothing,47,Illinois
1826,23,Male,Boots,Footwear,75,South Dakota
1827,45,Male,T-shirt,Clothing,60,Indiana
1828,20,Male,T-shirt,Clothing,36,Vermont
1829,33,Male,Coat,Outerwear,80,New Hampshire
1830,30,Male,Hat,Accessories,96,Oregon
1831,50,Male,Sunglasses,Accessories,80,Kansas
1832,62,Male,Blouse,Clothing,71,Maine
1833,69,Male,Jewelry,Accessories,29,Louisiana
1834,34,Male,Jewelry,Accessories,53,Louisiana
1835,49,Male,Skirt,Clothing,35,Indiana
1836,65,Male,Scarf,Accessories,75,Kentucky
1837,66,Male,Pants,Clothing,52,South Carolina
1838,41,Male,Hat,Accessories,77,Montana
1839,37,Male,Gloves,Accessories,24,Vermont
1840,32,Male,Shirt,Clothing,78,Mississippi
1841,42,Male,Sandals,Footwear,98,Wyoming
1842,31,Male,Socks,Clothing,57,Vermont
1843,61,Male,Handbag,Accessories,78,Alabama
1844,36,Male,Jacket,Outerwear,76,Kentucky
1845,60,Male,Shorts,Clothing,26,South Dakota
1846,51,Male,Sandals,Footwear,78,Delaware
1847,68,Male,Scarf,Accessories,53,Wisconsin
1848,46,Male,Sandals,Footwear,100,Arizona
1849,19,Male,Jeans,Clothing,73,Maine
1850,30,Male,Skirt,Clothing,40,New Mexico
1851,51,Male,Gloves,Accessories,76,Wyoming
1852,28,Male,Skirt,Clothing,80,Delaware
1853,41,Male,Sweater,Clothing,80,Pennsylvania
1854,29,Male,Blouse,Clothing,67,North Dakota
1855,25,Male,Sweater,Clothing,61,Kentucky
1856,60,Male,Shirt,Clothing,76,Rhode Island
1857,63,Male,Jewelry,Accessories,55,Arizona
1858,51,Male,T-shirt,Clothing,85,Colorado
1859,22,Male,Scarf,Accessories,69,Maine
1860,54,Male,Belt,Accessories,26,New Jersey
1861,18,Male,T-shirt,Clothing,64,Kansas
1862,29,Male,Sneakers,Footwear,60,South Dakota
1863,59,Male,Gloves,Accessories,36,New Hampshire
1864,25,Male,Sandals,Footwear,21,Connecticut
1865,19,Male,Backpack,Accessories,72,Wyoming
1866,56,Male,Pants,Clothing,62,Missouri
1867,31,Male,T-shirt,Clothing,44,Alaska
1868,45,Male,Skirt,Clothing,52,Delaware
1869,23,Male,Gloves,Accessories,58,Indiana
1870,18,Male,Blouse,Clothing,77,West Virginia
1871,43,Male,Blouse,Clothing,99,Wyoming
1872,56,Male,Jeans,Clothing,96,Illinois
1873,43,Male,T-shirt,Clothing,64,Alaska
1874,64,Male,Sweater,Clothing,44,Wisconsin
1875,67,Male,Pants,Clothing,33,Indiana
1876,63,Male,Boots,Footwear,71,Tennessee
1877,54,Male,Skirt,Clothing,36,Illinois
1878,69,Male,Gloves,Accessories,62,Pennsylvania
1879,34,Male,Socks,Clothing,29,Oklahoma
1880,56,Male,T-shirt,Clothing,33,Tennessee
1881,34,Male,Blouse,Clothing,33,New Jersey
1882,58,Male,Blouse,Clothing,41,New Jersey
1883,44,Male,Scarf,Accessories,54,Tennessee
1884,25,Male,Backpack,Accessories,58,Georgia
1885,27,Male,Shorts,Clothing,30,Arizona
1886,26,Male,Jewelry,Accessories,53,Nevada
1887,18,Male,Gloves,Accessories,91,Arkansas
1888,64,Male,Hoodie,Clothing,44,North Dakota
1889,62,Male,Hoodie,Clothing,89,South Dakota
1890,59,Male,Skirt,Clothing,57,North Carolina
1891,36,Male,Sunglasses,Accessories,57,Hawaii
1892,69,Male,Jewelry,Accessories,74,New Hampshire
1893,39,Male,Jacket,Outerwear,30,California
1894,28,Male,Dress,Clothing,20,Delaware
1895,42,Male,Hoodie,Clothing,90,Arizona
1896,31,Male,Jeans,Clothing,61,Washington
1897,57,Male,Sandals,Footwear,51,Nevada
1898,53,Male,Sunglasses,Accessories,97,Alaska
1899,59,Male,Pants,Clothing,97,Texas
1900,32,Male,Shorts,Clothing,40,New York
1901,65,Male,Jewelry,Accessories,85,Iowa
1902,56,Male,Socks,Clothing,76,Arizona
1903,31,Male,Sandals,Footwear,22,New Mexico
1904,59,Male,Pants,Clothing,63,North Carolina
1905,22,Male,T-shirt,Clothing,71,Nevada
1906,47,Male,Boots,Footwear,35,Idaho
1907,23,Male,Backpack,Accessories,30,Vermont
1908,69,Male,Skirt,Clothing,74,New Mexico
1909,18,Male,Scarf,Accessories,71,Georgia
1910,50,Male,Sweater,Clothing,84,Kentucky
1911,29,Male,Sandals,Footwear,38,New York
1912,65,Male,Jewelry,Accessories,81,Arizona
1913,29,Male,Sweater,Clothing,56,Colorado
1914,49,Male,Skirt,Clothing,48,Kentucky
1915,28,Male,Shorts,Clothing,97,Alaska
1916,51,Male,Backpack,Accessories,74,Alabama
1917,26,Male,Hoodie,Clothing,50,Connecticut
1918,38,Male,Skirt,Clothing,71,Hawaii
1919,35,Male,Skirt,Clothing,33,Idaho
1920,34,Male,Backpack,Accessories,56,Virginia
1921,51,Male,Blouse,Clothing,84,Connecticut
1922,47,Male,Shirt,Clothing,36,Michigan
1923,18,Male,Gloves,Accessories,63,Kentucky
1924,64,Male,Sandals,Footwear,36,Nebraska
1925,30,Male,Jacket,Outerwear,63,Michigan
1926,59,Male,Sneakers,Footwear,32,Utah
1927,66,Male,Backpack,Accessories,93,New Mexico
1928,40,Male,Pants,Clothing,29,Florida
1929,25,Male,Sunglasses,Accessories,92,Mississippi
1930,59,Male,Jeans,Clothing,33,Hawaii
1931,66,Male,Pants,Clothing,52,North Carolina
1932,54,Male,Jewelry,Accessories,42,Illinois
1933,42,Male,Hoodie,Clothing,36,Maryland
1934,48,Male,Sandals,Footwear,67,Montana
1935,34,Male,Jacket,Outerwear,43,Michigan
1936,19,Male,Blouse,Clothing,68,North Carolina
1937,70,Male,Jewelry,Accessories,60,Minnesota
1938,43,Male,Socks,Clothing,53,Delaware
1939,46,Male,Jeans,Clothing,23,Kentucky
1940,66,Male,Gloves,Accessories,57,Ohio
1941,50,Male,Hat,Accessories,89,Alaska
1942,55,Male,Shoes,Footwear,99,Vermont
1943,63,Male,Pants,Clothing,28,Alabama
1944,32,Male,Socks,Clothing,53,Wisconsin
1945,30,Male,Hoodie,Clothing,45,Arkansas
1946,35,Male,Hoodie,Clothing,38,Georgia
1947,59,Male,Pants,Clothing,49,Louisiana
1948,59,Male,Shirt,Clothing,32,New York
1949,54,Male,T-shirt,Clothing,37,Connecticut
1950,63,Male,Dress,Clothing,80,Nebraska
1951,43,Male,Backpack,Accessories,78,Arkansas
1952,33,Male,Gloves,Accessories,53,Connecticut
1953,57,Male,Shoes,Footwear,82,Maryland
1954,25,Male,Skirt,Clothing,33,Colorado
1955,26,Male,Gloves,Accessories,77,Colorado
1956,50,Male,Hoodie,Clothing,56,Maine
1957,70,Male,Socks,Clothing,37,Oklahoma
1958,68,Male,Gloves,Accessories,54,South Carolina
1959,39,Male,Shorts,Clothing,67,Nevada
1960,46,Male,Shoes,Footwear,90,Colorado
1961,57,Male,Jeans,Clothing,72,Massachusetts
1962,47,Male,Boots,Footwear,59,Nevada
1963,40,Male,Hat,Accessories,45,Iowa
1964,52,Male,Shorts,Clothing,30,Michigan
1965,40,Male,Pants,Clothing,51,West Virginia
1966,67,Male,Sweater,Clothing,90,Indiana
1967,67,Male,Jacket,Outerwear,95,Indiana
1968,37,Male,Dress,Clothing,81,Georgia
1969,67,Male,Shirt,Clothing,70,Minnesota
1970,64,Male,Dress,Clothing,32,Louisiana
1971,28,Male,Belt,Accessories,94,Maryland
1972,54,Male,Hat,Accessories,29,Pennsylvania
1973,54,Male,Backpack,Accessories,31,Louisiana
1974,24,Male,Skirt,Clothing,20,Maryland
1975,27,Male,Gloves,Accessories,44,Tennessee
1976,53,Male,Jacket,Outerwear,77,Illinois
1977,32,Male,Handbag,Accessories,51,Wyoming
1978,24,Male,Sandals,Footwear,49,Florida
1979,45,Male,Sunglasses,Accessories,78,Massachusetts
1980,49,Male,Jeans,Clothing,98,Tennessee
1981,51,Male,Sandals,Footwear,94,Iowa
1982,69,Male,Shoes,Footwear,91,Michigan
1983,41,Male,Sunglasses,Accessories,77,Kansas
1984,59,Male,Scarf,Accessories,97,Georgia
1985,26,Male,Skirt,Clothing,58,West Virginia
1986,23,Male,Gloves,Accessories,97,Tennessee
1987,62,Male,Coat,Outerwear,48,Arkansas
1988,69,Male,Belt,Accessories,23,Vermont
1989,46,Male,Pants,Clothing,79,Virginia
1990,35,Male,Jewelry,Accessories,42,Maryland
1991,32,Male,Backpack,Accessories,95,Connecticut
1992,46,Male,Sneakers,Footwear,29,Missouri
1993,33,Male,Hoodie,Clothing,98,New Jersey
1994,32,Male,Blouse,Clothing,96,Arkansas
1995,33,Male,Sunglasses,Accessories,66,Nevada
1996,67,Male,Boots,Footwear,80,Missouri
1997,67,Male,Sneakers,Footwear,27,South Dakota
1998,42,Male,Backpack,Accessories,25,Connecticut
1999,20,Male,Pants,Clothing,45,Vermont
2000,39,Male,Socks,Clothing,89,Tennessee
2001,26,Male,Belt,Accessories,27,California
2002,51,Male,Sunglasses,Accessories,90,Wyoming
2003,31,Male,Shirt,Clothing,65,New York
2004,68,Male,Sneakers,Footwear,72,Maine
2005,44,Male,Shoes,Footwear,70,Georgia
2006,18,Male,Sandals,Footwear,82,Tennessee
2007,58,Male,Scarf,Accessories,97,New Mexico
2008,26,Male,Shirt,Clothing,25,Virginia
2009,57,Male,Skirt,Clothing,48,Florida
2010,37,Male,Boots,Footwear,99,Alabama
2011,24,Male,Sweater,Clothing,21,Texas
2012,57,Male,Sandals,Footwear,94,West Virginia
2013,48,Male,Jeans,Clothing,53,Nevada
2014,39,Male,Backpack,Accessories,70,Virginia
2015,51,Male,Skirt,Clothing,26,Wisconsin
2016,57,Male,Belt,Accessories,82,Virginia
2017,53,Male,Shoes,Footwear,47,Maine
2018,70,Male,Socks,Clothing,32,Massachusetts
2019,60,Male,Backpack,Accessories,97,Arkansas
2020,31,Male,Shirt,Clothing,68,Idaho
2021,41,Male,Sweater,Clothing,23,Pennsylvania
2022,62,Male,Handbag,Accessories,33,Maine
2023,59,Male,Jewelry,Accessories,38,Alabama
2024,46,Male,Socks,Clothing,68,Idaho
2025,62,Male,Socks,Clothing,23,Arkansas
2026,42,Male,Shirt,Clothing,29,Delaware
2027,37,Male,Scarf,Accessories,35,Maine
2028,50,Male,Shoes,Footwear,73,Nebraska
2029,29,Male,Shoes,Footwear,84,Ohio
2030,25,Male,Scarf,Accessories,23,Montana
2031,66,Male,Sunglasses,Accessories,67,New Mexico
2032,21,Male,Socks,Clothing,51,North Carolina
2033,46,Male,Blouse,Clothing,36,South Carolina
2034,57,Male,Jeans,Clothing,55,Illinois
2035,61,Male,Shorts,Clothing,30,Alabama
2036,53,Male,T-shirt,Clothing,70,Oklahoma
2037,37,Male,Blouse,Clothing,63,Minnesota
2038,39,Male,Belt,Accessories,87,Illinois
2039,53,Male,Blouse,Clothing,70,Arkansas
2040,35,Male,T-shirt,Clothing,51,Minnesota
2041,69,Male,Jewelry,Accessories,25,South Carolina
2042,66,Male,Jacket,Outerwear,32,New York
2043,19,Male,Shoes,Footwear,52,Alabama
2044,47,Male,Gloves,Accessories,33,New York
2045,49,Male,Jeans,Clothing,68,Missouri
2046,31,Male,Jewelry,Accessories,20,Georgia
2047,39,Male,Pants,Clothing,32,Oklahoma
2048,58,Male,Jewelry,Accessories,82,Connecticut
2049,45,Male,Sneakers,Footwear,64,Michigan
2050,68,Male,Boots,Footwear,24,Rhode Island
2051,35,Male,Hat,Accessories,96,Mississippi
2052,65,Male,T-shirt,Clothing,94,Massachusetts
2053,45,Male,Backpack,Accessories,48,New Hampshire
2054,19,Male,Sunglasses,Accessories,60,Wyoming
2055,65,Male,Sweater,Clothing,56,New Jersey
2056,28,Male,Handbag,Accessories,33,Texas
2057,55,Male,Backpack,Accessories,46,Minnesota
2058,66,Male,Socks,Clothing,37,South Dakota
2059,29,Male,Shirt,Clothing,98,Washington
2060,56,Male,Shorts,Clothing,50,California
2061,21,Male,Belt,Accessories,63,Wisconsin
2062,32,Male,Sweater,Clothing,70,Michigan
2063,54,Male,Coat,Outerwear,63,South Carolina
2064,61,Male,Shorts,Clothing,86,Indiana
2065,31,Male,Shoes,Footwear,99,Arkansas
2066,27,Male,Sneakers,Footwear,40,Oregon
2067,64,Male,Sneakers,Footwear,92,Illinois
2068,60,Male,Pants,Clothing,21,Maryland
2069,70,Male,Jewelry,Accessories,81,Vermont
2070,36,Male,T-shirt,Clothing,82,Texas
2071,56,Male,Jewelry,Accessories,88,Nebraska
2072,69,Male,Jacket,Outerwear,100,South Carolina
2073,39,Male,Backpack,Accessories,66,Massachusetts
2074,38,Male,Belt,Accessories,25,Texas
2075,36,Male,Scarf,Accessories,53,Florida
2076,46,Male,Sweater,Clothing,28,South Carolina
2077,59,Male,Gloves,Accessories,23,Florida
2078,64,Male,Scarf,Accessories,34,Nebraska
2079,49,Male,Dress,Clothing,42,Hawaii
2080,32,Male,Jeans,Clothing,24,Montana
2081,29,Male,Sunglasses,Accessories,47,South Dakota
2082,24,Male,Coat,Outerwear,78,Alabama
2083,41,Male,Jeans,Clothing,89,Arkansas
2084,41,Male,Scarf,Accessories,59,Mississippi
2085,32,Male,Blouse,Clothing,94,Vermont
2086,69,Male,Jeans,Clothing,49,New York
2087,65,Male,Dress,Clothing,89,North Dakota
2088,54,Male,Hat,Accessories,91,Wisconsin
2089,39,Male,Sandals,Footwear,89,California
2090,37,Male,Jacket,Outerwear,57,Maryland
2091,51,Male,Socks,Clothing,71,Massachusetts
2092,26,Male,Jeans,Clothing,97,Washington
2093,42,Male,Sandals,Footwear,45,Minnesota
2094,21,Male,Dress,Clothing,91,Washington
2095,53,Male,Socks,Clothing,25,South Carolina
2096,36,Male,Hoodie,Clothing,63,New Mexico
2097,21,Male,Dress,Clothing,52,North Carolina
2098,33,Male,Sneakers,Footwear,43,Iowa
2099,49,Male,T-shirt,Clothing,28,Louisiana
2100,31,Male,T-shirt,Clothing,78,Oklahoma
2101,68,Male,Sweater,Clothing,31,Michigan
2102,49,Male,Shirt,Clothing,23,Oregon
2103,23,Male,Hat,Accessories,25,Idaho
2104,30,Male,Pants,Clothing,86,Indiana
2105,53,Male,Shoes,Footwear,88,New Mexico
2106,65,Male,Gloves,Accessories,35,South Carolina
2107,60,Male,Jewelry,Accessories,34,Vermont
2108,46,Male,Pants,Clothing,75,Delaware
2109,54,Male,Hoodie,Clothing,46,North Dakota
2110,59,Male,Jewelry,Accessories,31,California
2111,52,Male,Socks,Clothing,93,Montana
2112,41,Male,Sunglasses,Accessories,85,Missouri
2113,43,Male,Belt,Accessories,68,Tennessee
2114,63,Male,Dress,Clothing,40,Virginia
2115,37,Male,Shirt,Clothing,51,Vermont
2116,44,Male,Scarf,Accessories,85,Rhode Island
2117,67,Male,Jacket,Outerwear,23,Kansas
2118,27,Male,Dress,Clothing,28,Colorado
2119,60,Male,Socks,Clothing,44,Georgia
2120,58,Male,Jewelry,Accessories,57,Nebraska
2121,53,Male,Scarf,Accessories,98,Missouri
2122,43,Male,Backpack,Accessories,68,Alaska
2123,32,Male,Jacket,Outerwear,36,Virginia
2124,54,Male,Coat,Outerwear,71,Nebraska
2125,47,Male,Skirt,Clothing,60,Rhode Island
2126,57,Male,Coat,Outerwear,87,New Hampshire
2127,63,Male,Shoes,Footwear,38,Alabama
2128,70,Male,Boots,Footwear,45,North Carolina
2129,62,Male,Coat,Outerwear,47,New Mexico
2130,40,Male,Skirt,Clothing,57,Minnesota
2131,25,Male,Backpack,Accessories,68,Arizona
2132,19,Male,Shorts,Clothing,52,Montana
2133,25,Male,Skirt,Clothing,87,Vermont
2134,21,Male,Hat,Accessories,34,Maine
2135,55,Male,Sandals,Footwear,41,Virginia
2136,34,Male,Sunglasses,Accessories,94,California
2137,47,Male,Sunglasses,Accessories,93,New York
2138,27,Male,Socks,Clothing,51,Indiana
2139,67,Male,Sweater,Clothing,42,Mississippi
2140,40,Male,Boots,Footwear,95,New York
2141,53,Male,Handbag,Accessories,90,New Mexico
2142,24,Male,Dress,Clothing,98,Kentucky
2143,47,Male,Hat,Accessories,39,North Dakota
2144,53,Male,Sandals,Footwear,66,Arkansas
2145,47,Male,Shoes,Footwear,23,Maryland
2146,38,Male,Skirt,Clothing,73,Connecticut
2147,48,Male,Sunglasses,Accessories,23,Utah
2148,47,Male,Skirt,Clothing,43,Missouri
2149,19,Male,T-shirt,Clothing,45,Nebraska
2150,38,Male,Sandals,Footwear,21,Hawaii
2151,57,Male,Shirt,Clothing,40,Illinois
2152,70,Male,Jeans,Clothing,58,Vermont
2153,38,Male,Shorts,Clothing,48,New Jersey
2154,35,Male,Shirt,Clothing,94,Kentucky
2155,46,Male,Scarf,Accessories,74,Wyoming
2156,32,Male,Handbag,Accessories,51,Hawaii
2157,38,Male,Skirt,Clothing,83,Missouri
2158,41,Male,Handbag,Accessories,68,Mississippi
2159,19,Male,Gloves,Accessories,84,Massachusetts
2160,18,Male,Shirt,Clothing,58,Louisiana
2161,45,Male,Blouse,Clothing,92,West Virginia
2162,23,Male,Dress,Clothing,69,Washington
2163,60,Male,Shorts,Clothing,48,Oregon
2164,52,Male,Shoes,Footwear,60,New York
2165,42,Male,Sandals,Footwear,20,Iowa
2166,29,Male,Pants,Clothing,55,Idaho
2167,31,Male,Jacket,Outerwear,88,New Jersey
2168,30,Male,Skirt,Clothing,48,Ohio
2169,23,Male,Handbag,Accessories,74,Connecticut
2170,31,Male,Coat,Outerwear,42,Florida
2171,40,Male,Sweater,Clothing,32,South Carolina
2172,39,Male,Shorts,Clothing,98,Missouri
2173,28,Male,Skirt,Clothing,89,Rhode Island
2174,23,Male,Gloves,Accessories,97,Delaware
2175,42,Male,Backpack,Accessories,49,Colorado
2176,68,Male,Dress,Clothing,50,Nebraska
2177,24,Male,Belt,Accessories,91,Vermont
2178,24,Male,Gloves,Accessories,93,Montana
2179,21,Male,Jewelry,Accessories,98,Florida
2180,49,Male,Socks,Clothing,82,Delaware
2181,41,Male,Coat,Outerwear,37,Connecticut
2182,22,Male,Handbag,Accessories,63,Hawaii
2183,42,Male,Blouse,Clothing,99,New Mexico
2184,30,Male,Shorts,Clothing,37,Kansas
2185,38,Male,Shoes,Footwear,34,Nevada
2186,40,Male,Shorts,Clothing,32,North Carolina
2187,55,Male,Sandals,Footwear,23,New Mexico
2188,37,Male,Blouse,Clothing,78,Idaho
2189,41,Male,Coat,Outerwear,54,California
2190,38,Male,Blouse,Clothing,94,Wisconsin
2191,42,Male,Belt,Accessories,75,Alaska
2192,26,Male,Blouse,Clothing,69,Pennsylvania
2193,41,Male,Scarf,Accessories,35,Virginia
2194,27,Male,Shirt,Clothing,78,California
2195,61,Male,Socks,Clothing,29,Kentucky
2196,58,Male,Jeans,Clothing,62,New York
2197,25,Male,Dress,Clothing,58,Vermont
2198,33,Male,Boots,Footwear,88,Pennsylvania
2199,57,Male,Scarf,Accessories,80,New York
2200,39,Male,Scarf,Accessories,47,North Carolina
2201,60,Male,Gloves,Accessories,51,Wyoming
2202,39,Male,Pants,Clothing,25,Ohio
2203,42,Male,Dress,Clothing,36,Alabama
2204,53,Male,Dress,Clothing,79,Rhode Island
2205,20,Male,Jeans,Clothing,41,Oregon
2206,46,Male,Sweater,Clothing,68,North Dakota
2207,46,Male,Sandals,Footwear,51,Illinois
2208,69,Male,Handbag,Accessories,38,New Mexico
2209,28,Male,Scarf,Accessories,46,Colorado
2210,42,Male,Sandals,Footwear,20,Utah
2211,30,Male,Sunglasses,Accessories,25,Virginia
2212,50,Male,Sweater,Clothing,89,Maine
2213,59,Male,Pants,Clothing,77,Nebraska
2214,54,Male,Hat,Accessories,94,Hawaii
2215,50,Male,Belt,Accessories,100,Idaho
2216,25,Male,Sandals,Footwear,96,West Virginia
2217,41,Male,Pants,Clothing,36,Vermont
2218,35,Male,Jewelry,Accessories,27,Indiana
2219,67,Male,Sunglasses,Accessories,67,Idaho
2220,33,Male,Blouse,Clothing,91,Minnesota
2221,19,Male,Belt,Accessories,62,Wyoming
2222,25,Male,Shorts,Clothing,88,Kansas
2223,32,Male,Pants,Clothing,66,Georgia
2224,30,Male,Sandals,Footwear,65,Kansas
2225,18,Male,Gloves,Accessories,25,Nebraska
2226,38,Male,Belt,Accessories,64,Washington
2227,22,Male,Shirt,Clothing,72,Missouri
2228,40,Male,Scarf,Accessories,74,Washington
2229,54,Male,Gloves,Accessories,50,Kansas
2230,70,Male,Pants,Clothing,97,Minnesota
2231,52,Male,Sneakers,Footwear,36,Colorado
2232,34,Male,Jacket,Outerwear,49,Utah
2233,65,Male,Shoes,Footwear,64,North Carolina
2234,38,Male,Blouse,Clothing,31,Florida
2235,35,Male,Boots,Footwear,66,New Hampshire
2236,40,Male,Socks,Clothing,82,Illinois
2237,23,Male,T-shirt,Clothing,88,Louisiana
